Fund_Type,Fund_Manager,DBPedia_Fund_Manager,DBPediaURI_Fund_Manager,DBPediaData_Fund_Manager,Fund_Name,Fund_Contact,Fund_Contact_Telephone,Fund_Projected_Equity,Fund_Equity_Raised,Fund_Equity_Invested,Fund_Target_IRR,Fund_Minimum_IRR,Fund_Asset_Classes,Fund_Target_Locations,Fund_Data_Date,Fund_Data_Year,Fund_Currency
Opportunity,Noble Investment,,,,Noble Hospitality Fund 2,Rodney Williams,404-262-9660,"200,000,000","35,000,000",0,16+,0.16,Lodging,United States,1/11/12,2012,
Opportunity,Northland Investment,,,,Northland Fund 4,Steven Rosenthal,617-965-7100,"100,000,000","35,000,000",0,16-18,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Northland Investment,,,,Northland Fund 4,Steven Rosenthal,617-965-7100,"100,000,000","30,000,000",,16-18,0.16,Office,United States,1/11/11,2011,
Opportunity,Northland Investment,,,,Northland Fund 4,Steven Rosenthal,617-965-7100,"100,000,000","30,000,000",,16-18,0.16,Office,United States,1/11/12,2012,
Opportunity,Northwood Investors,,,,Northwood Real Estate Partners,John Kukral,212-573-0800,"2,815,000,000","2,815,000,000","1,885,000,000",20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Northwood Investors,,,,Northwood Real Estate Partners,John Kukral,212-573-0800,"2,310,000,000","2,310,000,000","1,300,000,000",,,Office,United States,1/11/12,2012,
Opportunity,Northwood Investors,,,,Northwood Real Estate Partners,Erwin Aulis,212-573-0800,"750,000,000","750,000,000","60,000,000",20,0.20,Office,Asia,1/11/12,2012,
Opportunity,Oaktree Capital Management,Oaktree Capital Management,http://live.dbpedia.org/resource/Oaktree_Capital_Management,http://live.dbpedia.org/data/Oaktree_Capital_Management.json,Oaktree Real Estate Opportunities Fund 6,John Brady,213-830-6300,"1,500,000,000","436,000,000","262,000,000",18,0.18,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Global,3/1/13,2013,USD
Opportunity,Oaktree Capital Management,Oaktree Capital Management,http://live.dbpedia.org/resource/Oaktree_Capital_Management,http://live.dbpedia.org/data/Oaktree_Capital_Management.json,OCM Real Estate Opportunities Fund 4,John Brady,213-830-6300,"451,000,000","451,000,000","225,000,000",18,0.18,Office,China,1/11/12,2012,
Opportunity,Oaktree Capital Management,Oaktree Capital Management,http://live.dbpedia.org/resource/Oaktree_Capital_Management,http://live.dbpedia.org/data/Oaktree_Capital_Management.json,OCM Real Estate Opportunities Fund 5,John Brady,213-830-6300,"1,000,000,000",,,18,0.18,Office,United States,1/11/12,2012,
Opportunity,Oaktree Capital Management,Oaktree Capital Management,http://live.dbpedia.org/resource/Oaktree_Capital_Management,http://live.dbpedia.org/data/Oaktree_Capital_Management.json,OCM Real Estate Opportunities Fund 5,John Brady,213-830-6300,"1,025,000,000","1,025,000,000","784,000,000",,,Office,United States,1/11/12,2012,
Opportunity,Och-Ziff Capital Management,Och-Ziff Capital Management,http://live.dbpedia.org/resource/Och-Ziff_Capital_Management,http://live.dbpedia.org/data/Och-Ziff_Capital_Management.json,Och-Ziff Real Estate Fund 2,Steven Orbuch,212-790-0105,"840,000,000","840,000,000","575,000,000",16,0.16,"Lodging, Multifamily, Casino, Land",United States,3/1/13,2013,USD
Opportunity,Och-Ziff Capital Management,Och-Ziff Capital Management,http://live.dbpedia.org/resource/Och-Ziff_Capital_Management,http://live.dbpedia.org/data/Och-Ziff_Capital_Management.json,Och-Ziff Real Estate Fund 2,Steven Orbuch,212-790-0105,"750,000,000","652,000,000","65,000,000",17,0.17,"Lodging, Gaming",United States,1/11/12,2012,
Opportunity,Och-Ziff Capital Management,Och-Ziff Capital Management,http://live.dbpedia.org/resource/Och-Ziff_Capital_Management,http://live.dbpedia.org/data/Och-Ziff_Capital_Management.json,Och-Ziff Real Estate Fund 2,Steven Orbuch,212-790-0105,"840,000,000","840,000,000","275,000,000",16,0.16,"Lodging, Gaming",United States,1/11/12,2012,
Opportunity,Onyx Equities,,,,Phalanx Fund 3,"John Saraceno, John Schultz",732-362-8800,"60,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","New York City, Tri-State Area",3/1/13,2013,USD
Opportunity,Origin Capital,,,,Origin Capital Fund 2,David Scherer,312-204-9940,"100,000,000",0,0,15-18,0.15,"Office, Industrial, Retail, Multifamily",United States,3/1/13,2013,USD
Opportunity,Orion Capital Managers,,,,Orion European Real Estate Fund 4,Van Stults,33-15-396-5070,"1,689,000,000","630,000,000",0,17,0.17,"Office, Retail, Multifamily, Niche",Europe,3/1/13,2013,EU
Opportunity,Orion Capital Managers,,,,Orion European Real Estate Fund 3,Van Stults,33-15-396-5070,"1,703,808,000","1,703,808,000","1,107,028,326",,,Office,Europe,1/11/12,2012,
Opportunity,Orion Capital Managers,,,,Orion European Real Estate Fund 3,Van Stults,33-15-396-5070,"1,763,456,000","1,763,456,000","556,774,282",17,0.17,"Office, Retail","United States, Caribbean",1/11/12,2012,
Opportunity,Paladin Realty,,,,Paladin Realty Latin America Investors 4,Frederick Gortner,310-996-8762,"400,000,000","76,000,000",0,20+,0.20,"Distressed, Office, Residential",Latin America,3/1/13,2013,USD
Opportunity,Paladin Realty,,,,Paladin Realty Latin America Investors 4,Frederick Gortner,310-996-8762,"400,000,000",0,0,20+,0.20,"Multifamily, Distressed","Latin America, Mexico",1/11/12,2012,
Opportunity,Paladin Realty,,,,Paladin Realty Brazil Investors Fund 3,Frederick Gortner,310-996-8762,"100,000,000","25,000,000","25,000,000",20,0.20,Multifamily,Asia,1/11/12,2012,
Opportunity,Paladin Realty,,,,Paladin Realty Latin America Investors Fund 3,Frederick Gortner,310-996-8762,"454,000,000","454,000,000","272,000,000",20,0.20,Multifamily,China,1/11/12,2012,
Opportunity,Pamfleet International,,,,Pamfleet Real Estate Fund,Allan Lee,852-2-545-5829,"209,000,000","209,000,000","90,000,000",17-20,0.17,"Office, Retail","Hong Kong, Singapore",3/1/13,2013,USD
Opportunity,Pamfleet International,,,,Pamfleet Real Estate Fund,Allan Lee,852-2-545-5829,"230,000,000","230,000,000","23,000,000",17-20,0.17,"Office, Retail","Hong Kong, Singapore",1/11/12,2012,
Opportunity,Pamfleet International,,,,Pamfleet Real Estate Fund,Allan Lee,852-2-545-5829,"330,000,000","125,000,000",,17-20,0.17,"Office, Retail","United States, Canada, Brazil",1/11/11,2011,
Opportunity,Parmenter Realty,,,,Parmenter Realty Fund 4,Andrew Weiss,305-379-7496,"253,000,000","253,000,000","127,000,000",20,0.20,Office,Southwestern United States,3/1/13,2013,USD
Opportunity,Parmenter Realty,,,,Parmenter Realty Fund 4,Andrew Weiss,305-379-7496,"500,000,000",,,20,0.20,Office,Germany,1/11/12,2012,
Opportunity,Parmenter Realty,,,,Parmenter Realty Fund 4,Andrew Weiss,305-379-7496,"500,000,000","150,000,000","60,000,000",,,Office,Southwestern United States,1/11/12,2012,
Opportunity,"Pathfinder Partners, LLC","Pathfinder Partners, LLC",http://live.dbpedia.org/resource/Pathfinder_Partners,http://live.dbpedia.org/data/Pathfinder_Partners.json,Pathfinder Partners Opportunity Fund 4,"Lorne Polger, Mitch Siegler",800-494-8211,"150,000,000",0,0,20,0.20,"Multifamily, Distressed, Debt",Western United States,3/1/13,2013,USD
Opportunity,"Pathfinder Partners, LLC","Pathfinder Partners, LLC",http://live.dbpedia.org/resource/Pathfinder_Partners,http://live.dbpedia.org/data/Pathfinder_Partners.json,Pathfinder Partners Opportunity Fund 3,"Lorne Polger, Mitch Siegler",800-494-8211,"50,000,000","25,000,000","20,000,000",17,0.17,"Office, Industrial, Retail, Multifamily","Western United States, Seattle, San Francisco, Los Angeles, San Diego, Southwestern United States",1/11/12,2012,
Opportunity,Patria Investimentos,,,,Patria Brazil Real Estate Fund 2,Olimpio Matarazzo-Neto,55-113-039-9000,"569,000,000","569,000,000","190,000,000",25,0.25,"Office, Retail, Industrial",Brazil,3/1/13,2013,USD
Opportunity,Patria Investimentos,,,,Patria Brazil Real Estate Fund 2,Olimpio Matarazzo-Neto,55-113-039-9000,"569,000,000","569,000,000",0,,,Office,Brazil,1/11/12,2012,
Opportunity,Patria Investimentos,,,,Patria Brazil Real Estate Fund 2,Olimpio Matarazzo-Neto,55-113-039-9000,"400,000,000","397,000,000",,25,0.25,Office,China,1/11/12,2012,
Opportunity,Patria Investimentos,,,,Patria Brazil Retail Property Fund,Olimpio Matarazzo-Neto,55-113-039-9000,"107,000,000",0,0,,0.00,Retail,Brazil,3/1/13,2013,USD
Opportunity,Patron Capital,Patron Capital,http://live.dbpedia.org/resource/Patron_Capital,http://live.dbpedia.org/data/Patron_Capital.json,Patron Capital Fund 4,Keith Greslauer,44-207-629-9417,"1,143,000,000","1,143,000,000","171,000,000",17-22,0.17,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,USD
Opportunity,Patron Capital,Patron Capital,http://live.dbpedia.org/resource/Patron_Capital,http://live.dbpedia.org/data/Patron_Capital.json,Patron Capital Fund 4,Keith Greslauer,44-207-629-9417,"1,033,275,000",,,20,0.20,Office,United States,1/11/12,2012,
Opportunity,Patron Capital,Patron Capital,http://live.dbpedia.org/resource/Patron_Capital,http://live.dbpedia.org/data/Patron_Capital.json,Patron Capital Fund 4,Keith Greslauer,44-207-629-9417,"998,325,000",0,0,20,0.20,Office,Europe,1/11/12,2012,
Opportunity,Paulson & Co.,Paulson & Co.,http://live.dbpedia.org/resource/Paulson_&_Co.,http://live.dbpedia.org/data/Paulson_&_Co..json,Paulson Real Estate Fund 2,Stephanie Schulman,212-599-6329,"350,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,PCCP,,,,PCCP Equity 6,K.C. Boback,646-308-2102,"500,000,000","200,000,000","100,000,000",15-18,0.15,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
Opportunity,PCCP,,,,PCCP Equity 6,William Lindsay,310-414-7868,"500,000,000","125,000,000",0,15-18,0.15,Distressed,United States,1/11/12,2012,
Opportunity,Perella Weinberg Partners,Perella Weinberg Partners,http://live.dbpedia.org/resource/Perella_Weinberg_Partners,http://live.dbpedia.org/data/Perella_Weinberg_Partners.json,Perella Weinberg Real Estate Fund 2,Tarek Abdel-Meguid,212-287-3301,"1,559,000,000","779,000,000",0,20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Europe,3/1/13,2013,EU
Opportunity,Perella Weinberg Partners,Perella Weinberg Partners,http://live.dbpedia.org/resource/Perella_Weinberg_Partners,http://live.dbpedia.org/data/Perella_Weinberg_Partners.json,Perella Weinberg Real Estate Fund 2,Tarek Abdel-Meguid,212-287-3301,"1,597,320,000",0,0,,,Office,Europe,1/11/12,2012,
Opportunity,Perella Weinberg Partners,Perella Weinberg Partners,http://live.dbpedia.org/resource/Perella_Weinberg_Partners,http://live.dbpedia.org/data/Perella_Weinberg_Partners.json,Perella Weinberg Real Estate Fund 1,Tarek Abdel-Meguid,212-287-3301,"1,557,387,000","1,557,387,000","1,121,156,886",,,Office,Europe,1/11/12,2012,
Opportunity,Perella Weinberg Partners,Perella Weinberg Partners,http://live.dbpedia.org/resource/Perella_Weinberg_Partners,http://live.dbpedia.org/data/Perella_Weinberg_Partners.json,Perella Weinberg Real Estate Fund 1,Tarek Abdel-Meguid,212-287-3301,"1,611,909,000","1,611,909,000","79,524,922",20,0.20,"Office, Multifamily","Southeastern United States, Southwestern United States",1/11/12,2012,
Opportunity,Phillips Edison & Co.,,,,Phillips Edison Strategic Investment Fund 2,David Birdsall,503-702-4391,"57,000,000","57,000,000","11,000,000",15-18,0.15,Retail,United States,3/1/13,2013,USD
Opportunity,Phillips Edison & Co.,,,,Phillips Edison Strategic Investment Fund 2,David Birdsall,503-702-4391,"100,000,000","25,000,000",,15-18,0.15,Retail,Brazil,1/11/11,2011,
Opportunity,Phillips Edison & Co.,,,,Phillips Edison Strategic Investment Fund 2,David Birdsall,503-702-4391,"57,000,000","57,000,000","11,400,000",15-18,0.15,Retail,United States,1/11/12,2012,
Opportunity,Phoenix Capital,,,,Phoenix Capital Realty Fund 5,Andrew Scott,972-866-7577,"100,000,000",0,0,17,0.17,Multifamily,United States,3/1/13,2013,USD
Opportunity,Phoenix Capital,,,,Champion 2012 Partners,Andrew Scott,972-866-7577,"100,000,000","40,000,000",0,17,0.17,Multifamily,United States,1/11/12,2012,
Opportunity,Phoenix Capital,,,,Phoenix Partners Fund 1,Andrew Scott,972-866-7577,"150,000,000",,,16,0.16,Office,"Washington D.C., Maryland, Northern Virginia",1/11/12,2012,
Opportunity,The Prescott Group,The Prescott Group,http://live.dbpedia.org/resource/The_Prescott_Group,http://live.dbpedia.org/data/The_Prescott_Group.json,Prescott Net Lease Properties,Susan Stupin,212-956-2100,"250,000,000","50,000,000","20,000,000",15-18,0.15,"Office, Industrial",United States,3/1/13,2013,USD
Opportunity,The Prescott Group,The Prescott Group,http://live.dbpedia.org/resource/The_Prescott_Group,http://live.dbpedia.org/data/The_Prescott_Group.json,Prescott Net Lease Properties,Susan Stupin,212-956-2100,"200,000,000","50,000,000","20,000,000",15-18,0.15,Office,United States,1/11/11,2011,
Opportunity,The Prescott Group,The Prescott Group,http://live.dbpedia.org/resource/The_Prescott_Group,http://live.dbpedia.org/data/The_Prescott_Group.json,Prescott Net Lease Properties,Susan Stupin,212-956-2100,"250,000,000","50,000,000","20,000,000",15-18,0.15,Office,United States,1/11/12,2012,
Opportunity,PRP Real Estate Investors,,,,PRP 3,Paul Dougherty,202-741-8402,"300,000,000",0,0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,Prudential Real Estate,Prudential Real Estate,http://live.dbpedia.org/resource/Prudential_Real_Estate,http://live.dbpedia.org/data/Prudential_Real_Estate.json,PLA Industrial Fund 4,Roberto Ordorica,305-379-7806,"350,000,000",0,0,15-18,0.15,Industrial,Brazil,3/1/13,2013,USD
Opportunity,Prudential Real Estate,Prudential Real Estate,http://live.dbpedia.org/resource/Prudential_Real_Estate,http://live.dbpedia.org/data/Prudential_Real_Estate.json,PLA Industrial Fund 4,Roberto Ordorica,305-379-7806,"350,000,000",,,15-18,0.15,Industrial,United States,1/11/11,2011,
Opportunity,Prudential Real Estate,Prudential Real Estate,http://live.dbpedia.org/resource/Prudential_Real_Estate,http://live.dbpedia.org/data/Prudential_Real_Estate.json,PLA Industrial Fund 4,Roberto Ordorica,305-379-7806,"350,000,000",0,0,15-18,0.15,Industrial,Brazil,1/11/12,2012,
Opportunity,Prudential Real Estate,Prudential Real Estate,http://live.dbpedia.org/resource/Prudential_Real_Estate,http://live.dbpedia.org/data/Prudential_Real_Estate.json,Preco 4,Gary Kaufmann,973-734-1300,"416,500,000","416,500,000","180,000,000",16,0.16,"Office, Retail",Europe,1/11/12,2012,
Opportunity,Quadras,,,,Futuro Inmobiliario,Dorothea Bickenbach,57-315-865-6548,"55,000,000","33,000,000",0,18,0.18,"Land, Multifamily, Retail, Industrial",Colombia,3/1/13,2013,COL
Opportunity,RCG Ventures,,,,RCG Ventures Value-Add Real Estate Fund,Michael McMillen,404-816-5454,"100,000,000",0,0,20,0.20,Retail,United States,3/1/13,2013,USD
Opportunity,RCG Ventures,,,,RCG Distressed Real Estate Opportunity Fund,Michael McMillen,404-816-5454,"51,100,000","51,100,000","10,000,000",20+,0.20,Retail,Chicago,1/11/11,2011,
Opportunity,RCG Ventures,,,,RCG Distressed Real Estate Opportunity Fund,Michael McMillen,404-816-5454,"51,100,000","51,100,000","26,000,000",20+,0.20,Retail,United States,1/11/12,2012,
Opportunity,Real Estate Capital Partners,,,,RECAP Metropolitan Opportunity Fund,Karin Shewer,212-843-6100,"80,000,000","80,000,000","45,000,000",16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",United States,3/1/13,2013,USD
Opportunity,"Realterm Global, Everstone Capital",,,,IndoSpace Logistics Parks 2,Peter Lesburg,443-321-3535,"350,000,000",0,0,20,0.20,Industrial,India,3/1/13,2013,USD
Opportunity,"Realterm Global, Everstone Capital",,,,Indospace Logistics Parks Limited,Mitchell Gordon,410-280-1100,"250,000,000","250,000,000","75,000,000",,,Industrial,India,1/11/12,2012,
Opportunity,"Realterm Global, Everstone Capital",,,,Indospace Logistics Parks Limited,Mitchell Gordon,410-280-1100,"250,000,000","250,000,000","75,000,000",20,0.20,Industrial,Europe,1/11/12,2012,
Opportunity,Red Fort Capital,,,,Red Fort India Real Estate Fund 3,Parry Singh,91-981-887-1133,"500,000,000",0,0,20,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",India,3/1/13,2013,USD
Opportunity,Red Fort Capital,,,,Red Fort India Real Estate Fund 2,Parry Singh,91-981-887-1133,"375,000,000",,,20+,0.20,Multifamily,United States,1/11/11,2011,
Opportunity,Red Fort Capital,,,,Red Fort India Real Estate Fund 2,Parry Singh,91-981-887-1133,"500,000,000","500,000,000",0,20+,0.20,Multifamily,India,1/11/12,2012,
Opportunity,Related Companies,Related Companies,http://live.dbpedia.org/resource/Related_Companies,http://live.dbpedia.org/data/Related_Companies.json,Related Real Estate Recovery Fund,Justin Metz,212-801-3392,"825,000,000","825,000,000","436,000,000",18,0.18,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
Opportunity,Related Companies,Related Companies,http://live.dbpedia.org/resource/Related_Companies,http://live.dbpedia.org/data/Related_Companies.json,Related Real Estate Recovery Fund,Justin Metz,212-801-3392,"1,250,000,000","170,000,000",,18,0.18,Distressed,Eastern United States,1/11/12,2012,
Opportunity,Related Companies,Related Companies,http://live.dbpedia.org/resource/Related_Companies,http://live.dbpedia.org/data/Related_Companies.json,Related Real Estate Recovery Fund,Justin Metz,212-801-3392,"825,000,000","825,000,000","206,000,000",18,0.18,Distressed,United States,1/11/12,2012,
Opportunity,Resolution Property,,,,Resolution Real Estate Fund 4,Robert Laurence,44-207-518-8383,"977,000,000",0,0,16+,0.16,"Office, Retail",Europe,3/1/13,2013,GBP
Opportunity,Resolution Property,,,,Resolution Real Estate Fund 3,Robert Laurence,44-207-518-8383,"1,064,880,000","1,064,880,000","533,980,328",,,Office,England,1/11/12,2012,
Opportunity,Resolution Property,,,,Resolution Real Estate Fund 3,Robert Laurence,44-207-518-8383,"1,102,160,000","1,102,160,000","552,674,253",16,0.16,Office,Europe,1/11/12,2012,
Opportunity,Rexford Industrial,,,,Rexford Industrial Fund 5,Michael Frankel,310-966-3814,"127,000,000","127,000,000","40,000,000",18,0.18,Industrial,Southern California,3/1/13,2013,USD
Opportunity,Rexford Industrial,,,,Rexford Industrial Fund 5,Michael Frankel,310-966-3814,"150,000,000","75,000,000","40,000,000",18,0.18,Industrial,Southern California,1/11/12,2012,
Opportunity,Rexford Industrial,,,,Rexford Industrial Fund 5,Michael Frankel,310-966-3814,"250,000,000","40,000,000","12,000,000",18,0.18,Industrial,"Northeastern United States, Eastern United States",1/11/12,2012,
Opportunity,Rialto Capital,,,,Rialto Real Estate Fund,Jeffrey Krasnoff,305-485-2065,"750,000,000","300,000,000",,,,Multifamily,United States,1/11/12,2012,
Opportunity,Rialto Capital,,,,Rialto Residential Opportunity Fund,Jeffrey Krasnoff,305-485-2065,"750,000,000","300,000,000",,20,0.20,Multifamily,United States,1/11/12,2012,
Opportunity,RockBridge Capital,,,,Rockbridge Hospitality Fund 6,Adam Valente,614-246-2446,"350,000,000",0,0,16-18,0.16,"Preferred Equity, Mezzanine Loans, B Notes, Recapitalization",United States,3/1/13,2013,USD
Opportunity,Savanna Investment,,,,Savanna Real Estate Fund 2,"Kevin Chisholm, Chris Schlank",212-229-0101,"250,000,000","127,000,000",0,15-17,0.15,"Office, Residential, Retail",Eastern United States,3/1/13,2013,USD
Opportunity,Savanna Investment,,,,Savanna Real Estate Fund 2,"Kevin Chisholm, Chris Schlank",212-229-0101,"550,000,000","550,000,000","330,000,000",15-17,0.15,"Office, Retail","Northeastern United States, Boston",1/11/12,2012,
Opportunity,SC Management,,,,Real Estate Capital Asia Partners 3,Suchad Chiaranussati,65-6-887-5800,"530,000,000","530,000,000","69,000,000",16-20,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Asia,3/1/13,2013,USD
Opportunity,Secured Capital Japan,,,,Secured Capital Real Estate Partners 5,Phi Le,81-35-776-1300,"1,000,000,000","195,000,000","60,000,000",20,0.20,"Office, Lodging, Retail, Industrial, Multifamily, Niche, Distressed, Debt","Japan, China",3/1/13,2013,USD
Opportunity,Secured Capital Japan,,,,Secured Capital Real Estate Partners 5,Phi Le,81-35-776-1300,"1,000,000,000",0,0,20,0.20,Office,Japan,1/11/12,2012,
Opportunity,Secured Capital Japan,,,,Secured Capital Japan Real Estate Partners 4,Phi Le,81-35-776-1300,"525,000,000","525,000,000","340,000,000",20,0.20,Office,United States,1/11/12,2012,
Opportunity,Siguler Guff,,,,Siguler Guff Distressed Real Estate Opportunity Fund,James Corl,212-634-5944,"750,000,000",0,0,17+,0.17,"Distressed, Debt, Preferred Equity, Multifamily",Global,3/1/13,2013,USD
Opportunity,Siguler Guff,,,,Siguler Guff Distressed Real Estate Opportunity Fund,James Corl,212-634-5944,"630,000,000","630,000,000","320,000,000",20+,0.20,Distressed,"United States, Asia",1/11/12,2012,
Opportunity,Siguler Guff,,,,Siguler Guff Distressed Real Estate Opportunity Fund,James Corl,212-634-5944,"750,000,000","200,000,000","150,000,000",20+,0.20,"Debt, Mezzanine Loans, Preferred Equity, Bridge Loans",India,1/11/11,2011,
Opportunity,Singerman Real Estate,,,,Singerman Real Estate Opportunity Fund 1,Seth Singerman,312-543-8599,"100,000,000","30,000,000",0,18,0.18,"Distressed, Debt, Bridge Loans, Mezzanine Loans, Other",United States,3/1/13,2013,USD
Opportunity,Singerman Real Estate,,,,Singerman Real Estate Opportunity Fund 1,Seth Singerman,312-543-8599,"100,000,000","30,300,000",,18,0.18,Distressed,United States,1/11/12,2012,
Opportunity,Singerman Real Estate,,,,Singerman Real Estate Opportunity Fund 1,Seth Singerman,312-543-8599,"150,000,000",,,18,0.18,Distressed,California,1/11/12,2012,
Opportunity,Southern Bridge Capital,,,,SBC Latin America Housing Fund,David Goldfield,345-640-9271,"150,000,000","150,000,000","71,000,000",25,0.25,Multifamily,Latin America,3/1/13,2013,USD
Opportunity,Spear Street Capital,,,,Spear Street Capital 4,John Grassi,415-222-7420,"800,000,000","800,000,000",0,16+,0.16,Office,United States,3/1/13,2013,USD
Opportunity,Spear Street Capital,,,,Spear Street Capital 3,John Grassi,415-222-7421,"600,000,000","600,000,000","170,000,000",18+,0.18,Office,Japan,1/11/11,2011,
Opportunity,Spear Street Capital,,,,Spear Street Capital 3,John Grassi,415-222-7421,"600,000,000","600,000,000","375,000,000",18+,0.18,Office,United States,1/11/12,2012,
Opportunity,Sperry Equities,,,,SVN Distressed Asset Opportunity Fund,Burton Young,949-705-5004,"100,000,000",0,0,16-18,0.16,"Office, Industrial, Retail, Multifamily",United States,3/1/13,2013,USD
Opportunity,Starwood Capital Group,Starwood Capital Group,http://live.dbpedia.org/resource/Starwood_Capital_Group,http://live.dbpedia.org/data/Starwood_Capital_Group.json,Starwood Distressed Opportunity Fund 9,Jeffrey Dishner,203-422-7700,"2,500,000,000","2,040,000,000",0,16+,0.16,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land",Global,3/1/13,2013,USD
Opportunity,Starwood Capital Group,Starwood Capital Group,http://live.dbpedia.org/resource/Starwood_Capital_Group,http://live.dbpedia.org/data/Starwood_Capital_Group.json,Starwood Distressed Opportunity Fund 9,Jeffrey Dishner,203-422-7700,"2,500,000,000","1,200,000,000",0,16+,0.16,Office,United States,1/11/12,2012,
Opportunity,Starwood Capital Group,Starwood Capital Group,http://live.dbpedia.org/resource/Starwood_Capital_Group,http://live.dbpedia.org/data/Starwood_Capital_Group.json,Starwood Capital Hospitality Fund 2,Rich Gomel,203-422-7700,"965,000,000","965,000,000","355,000,000",16,0.16,Lodging,"Washington D.C., Maryland, Northern Virginia",1/11/12,2012,
Opportunity,Starwood Capital Group,Starwood Capital Group,http://live.dbpedia.org/resource/Starwood_Capital_Group,http://live.dbpedia.org/data/Starwood_Capital_Group.json,Starwood Global Opportunity Fund 8,Jeffrey Dishner,203-422-7700,"1,830,000,000","1,830,000,000","985,000,000",16,0.16,Office,United States,1/11/12,2012,
Opportunity,Sterling Organization,,,,Sterling Value Add Partners,Brian Kosoy,561-835-1810,"125,000,000","50,000,000",0,15-18,0.15,Retail,United States,1/11/12,2012,
Opportunity,Sterling Organization,,,,Sterling Major Market Retail Income Fund,Brian Kosoy,561-835-1810,"100,000,000",,,15-18,0.15,Retail,United States,1/11/11,2011,
Opportunity,Stockbridge Capital,,,,Stockbridge Real Estate Fund 3,Stephen Pilch,415-658-3300,"1,150,000,000","1,150,000,000","340,000,000",,,Office,United States,1/11/12,2012,
Opportunity,Stockbridge Capital,,,,Stockbridge Real Estate Fund 3,Stephen Pilch,415-658-3300,"1,150,000,000","1,150,000,000","340,000,000",16,0.16,"Office, Lodging","United States, Asia",1/11/12,2012,
Opportunity,Stonelake Capital,,,,Stonelake Opportunity Partners 3,Kenneth Aboussie,512-236-0004,"200,000,000","150,000,000",0,18,0.18,"Multifamily, Industrial, Retail",Texas,3/1/13,2013,USD
Opportunity,Stonelake Capital,,,,Stonelake Opportunity Partners 2,Kenneth Aboussie,512-236-0004,"110,000,000","110,000,000","50,000,000",,,Retail,United States,1/11/12,2012,
Opportunity,Stonelake Capital,,,,Stonelake Opportunity Partners 2,Kenneth Aboussie,512-236-0004,"80,000,000","50,000,000",,18,0.18,Retail,Southeastern United States,1/11/12,2012,
Opportunity,Strategic Capital Partners,,,,Strategic Cap. Partners Value Enhancement 2,Rick Hurd,312-768-4470,"250,000,000",0,0,16,0.16,"Office, Multifamily","Eastern United States, Western United States",3/1/13,2013,USD
Opportunity,Taconic Investment Partners,Taconic Investment Partners,http://live.dbpedia.org/resource/Taconic_Investment_Partners,http://live.dbpedia.org/data/Taconic_Investment_Partners.json,Taconic New York City Investment Fund,"Paul Pariser, Charles Bendit",212-220-9945,"220,000,000","220,000,000","88,000,000",15-17,0.15,"Multifamily, Office, Retail, Development",New York City,3/1/13,2013,USD
Opportunity,Taconic Investment Partners,Taconic Investment Partners,http://live.dbpedia.org/resource/Taconic_Investment_Partners,http://live.dbpedia.org/data/Taconic_Investment_Partners.json,Taconic New York City Investment Fund,"Paul Pariser, Charles Bendit",212-220-9945,"220,000,000","220,000,000",0,15-17,0.15,"Office, Multifamily",New York City,1/11/12,2012,
Opportunity,TerraCap Management,,,,TerraCap Partners Fund 2,Stephen Hagenbuckle,239-540-2002,"200,000,000","40,000,000","30,000,000",20+,0.20,"Office, Lodging, Industrial, Multifamily, Debt, Niche, Land","Florida, Southwestern United States",3/1/13,2013,USD
Opportunity,TerraCap Management,,,,TerraCap Partners Fund 2,Stephen Hagenbuckle,239-540-2002,"200,000,000","10,000,000","5,400,000",16,0.16,"Office, Retail, Mixed Use","Florida, Georgia",1/11/12,2012,
Opportunity,Thayer Lodging,,,,Thayer Hotel Investors 6,Jin Lee,410-268-0515,"300,000,000",0,0,16,0.16,Lodging,United States,1/11/12,2012,
Opportunity,Thor Equities,Thor Equities,http://live.dbpedia.org/resource/Thor_Equities,http://live.dbpedia.org/data/Thor_Equities.json,Thor Urban Operating Fund 3,Joseph Sitt,212-529-5055,"400,000,000",0,0,17,0.17,"Retail, Other",United States,3/1/13,2013,USD
